Product,Tab Name,Data Visualization,Data Viz Calculation,Data Point,Data Point Calculation,Data Dictionary Table,Data Dictionary Field,DD Data Type,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments),"Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments),"Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Practice),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Practice = '<filter>'",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Provider),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Provider = '<filter>'",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Value by Status (Gross vs. Adjments) (Location),"{Gross Claim Value = SUM(Charges) IN Service Dates GROUP BY Provider

Production Claim Value = SUM(Adjusted Charges) IN Service Dates GROUP BY Provider} WHERE Location = '<filter>'",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Insurance Name,,trx_reports,Payer,VARCHAR,PMS,WinOMS,exported_files,exported_files,"ins carrier id, source, source name",,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Insurance Name,,trx_reports,Payer,VARCHAR,PMS,WinOMS,exported_files,exported_files,"ins carrier id, source, source name",,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Insurance Name,,trx_reports,Payer,VARCHAR,PMS,WinOMS,exported_files,exported_files,"ins carrier id, source, source name",,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Insurance Name,,trx_reports,Payer,VARCHAR,PMS,WinOMS,exported_files,exported_files,"ins carrier id, source, source name",,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Amounts by Payer (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Insurance Name WHERE Location = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Primary Secondary,,trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported_files,patient,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type,SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Primary Secondary,,trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported_files,patient,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Practice),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Primary Secondary,,trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported_files,patient,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Provider),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Insurance Claim ID,,,,,,,,,,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Primary Secondary,,trx_reports,PrimarySecondary,ENUM ,PMS,WinOMS,exported_files,patient,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Revenue Cycle Management,Claim Values by Type (Location),SUM(Adjusted Charges) FOR EACH ClaimID IN Service Dates GROUP BY Primary Secondary WHERE Location = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,KPI,Gross Expected Collection %,SUM(Payments)  / SUM(Charges) x 100 IN Service Date,Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection %,SUM(Payments)  / SUM(Charges) x 100 IN Service Date,Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection %,SUM(Payments)  / SUM(Charges) x 100 IN Service Date,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,KPI,Gross Expected Collection %,SUM(Payments)  / SUM(Charges) x 100 IN Service Date,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,KPI,Gross Expected Collection %,SUM(Payments)  / SUM(Charges) x 100 IN Service Date,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Quarter,"Q1 = Jan, Feb, Mar | Q2 = Apr, May, Jun | Q3 = Jul, Aug, Sep | Q4 = Oct, Nov, Dec ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Details Page),(SUM(Payments)  / SUM(Charges) x 100) GROUP BY Quarter,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,KPI,Gross Expected Collection % (Practice),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,KPI,Gross Expected Collection % (Provider),SUM(Payments)  / SUM(Charges) x 100 IN Service Date WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,KPI,Gross Expected Collection % (Provider),SUM(Charges)  / SUM(Payments) IN Service Date WHERE Provider = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Provider),SUM(Charges)  / SUM(Payments) IN Service Date WHERE Provider = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,KPI,Gross Expected Collection % (Provider),SUM(Charges)  / SUM(Payments) IN Service Date WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,KPI,Gross Expected Collection % (Provider),SUM(Charges)  / SUM(Payments) IN Service Date WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
