Product,Tab Name,Data Visualization,Data Viz Calculation,Data Point,Data Point Calculation,Data Dictionary Table,Data Dictionary Field,DD Data Type,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type,,
InsightFlow,Accounts Receivable,AR Aging,SUM(ARBalance) GROUP BY AgeBucket,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',AR Balance,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',AgeBucket,"WHEN (today - DateOfService) < 30 THEN '<30'
 WHEN (today - DateOfService) < 61 THEN '31-60'
 WHEN (today - DateOfService) < 91 THEN '61-90'
    ELSE '>90'",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Provider),SUM(ARBalance) GROUP BY AgeBucket WHERE Provider = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',AR Balance,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',AgeBucket,"WHEN (today - DateOfService) < 30 THEN '<30'
 WHEN (today - DateOfService) < 61 THEN '31-60'
 WHEN (today - DateOfService) < 91 THEN '61-90'
    ELSE '>90'",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Practice),SUM(ARBalance) GROUP BY AgeBucket WHERE Practice = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',AR Balance,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',AgeBucket,"WHEN (today - DateOfService) < 30 THEN '<30'
 WHEN (today - DateOfService) < 61 THEN '31-60'
 WHEN (today - DateOfService) < 91 THEN '61-90'
    ELSE '>90'",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Aging (Location),SUM(ARBalance) GROUP BY AgeBucket WHERE Location = '<filter>',Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",AR Balance As Of Month,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments) WHERE Service Date IN MONTH(Service Date),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MONTH(Service Date) in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",AgeBucket,"    CASE
        WHEN (MONTHEND(DateOfService) - DateOfService) < 30 THEN '<30'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 61 THEN '31-60'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 91 THEN '61-90'
        ELSE '>90'
    END",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",AR Balance As Of Month,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments) WHERE Service Date IN MONTH(Service Date),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",AgeBucket,"    CASE
        WHEN (MONTHEND(DateOfService) - DateOfService) < 30 THEN '<30'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 61 THEN '31-60'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 91 THEN '61-90'
        ELSE '>90'
    END",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",AR Balance As Of Month,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments) WHERE Service Date IN MONTH(Service Date),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Practice),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Practice = '<filter>'
 }",AgeBucket,"    CASE
        WHEN (MONTHEND(DateOfService) - DateOfService) < 30 THEN '<30'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 61 THEN '31-60'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 91 THEN '61-90'
        ELSE '>90'
    END",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",AR Balance As Of Month,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments) WHERE Service Date IN MONTH(Service Date),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",AgeBucket,"    CASE
        WHEN (MONTHEND(DateOfService) - DateOfService) < 30 THEN '<30'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 61 THEN '31-60'
        WHEN (MONTHEND(DateOfService) - DateOfService) < 91 THEN '61-90'
        ELSE '>90'
    END",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty,(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty,Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty,(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty,Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty,(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty,(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty,(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty,Specialty,,,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Provider),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Provider = '<filter>',Specialty,,,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Practice),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Practice = '<filter>',Specialty,,,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Location,,trx_reports,Location,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Adjusted Charges,(SUM(TrxAmt) WHERE TrxType == 'charges') - (SUM(TrxAmt) WHERE TrxType == 'adjustment'),...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,AR Balance By Specialty (Location),(SUM(Adjusted Charge) - SUM(Payments)) GROUP BY Specialty WHERE Location = '<filter>',Specialty,,,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,AR Balance,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Service Date,,trx_reports,DateOfService,DATE,PMS,WinOMS,exported_files,service date,string,,
InsightFlow,Accounts Receivable,Days in AR By Practice,(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice,Practice,,trx_reports,POD,VARCHAR,PMS,WinOMS,exported_files,default office,string,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Provider,,trx_reports,Provider,VARCHAR,PMS,WinOMS,exported_files,default provider,string,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',AR Balance,(SUM(Charges) - SUM(Payments)) - SUM(Adjustments),...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Transaction Amount,...,trx_reports,TrxAmt,DECIMAL,PMS,WinOMS,exported_files,amount,string,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Transaction Type,...,trx_reports,TrxType,ENUM ,PMS,WinOMS,exported_files,AccountingType,string,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Charges,"(SUM(TrxAmt WHEN TrxType = ""charges"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Payments,"(SUM(TrxAmt WHEN TrxType = ""payments"") ",...,,,,,,,,,
InsightFlow,Accounts Receivable,Days in AR  By Practice (Provider),(ARBalance WHERE DateOfService >= (Today - 90)) / (SUM(Charges) WHERE DateOfService >= (Today - 90)) GROUP BY Practice WHERE Provider = '<filter>',Adjustments,"(SUM(TrxAmt WHEN TrxType = ""adjustments"") ",...,,,,,,,,,
