Product,Tab Name,Data Visualization,Data Viz Calculation,Data Point,Data Point Calculation,Data Dictionary Table,Data Dictionary Field,DD Data Type,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type
DenialIQ,Manager Landing Page,Accounts Receivable,"DECLARE @Today date = CAST(GETDATE() AS date); DECLARE @AsOfDate date = @Today; DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate); WITH CurrentAR AS ( SELECT SUM( CASE WHEN TrxType = 'Charge' THEN ISNULL(TrxAmt, 0) WHEN TrxType = 'Payment' THEN -ISNULL(TrxAmt, 0) WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0) ELSE 0 END ) AS TotalAR, SUM( CASE WHEN PayerType = 'Insurance' THEN CASE WHEN TrxType = 'Charge' THEN ISNULL(TrxAmt, 0) WHEN TrxType = 'Payment' THEN -ISNULL(TrxAmt, 0) WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0) ELSE 0 END ELSE 0 END ) AS InsuranceAR, SUM( CASE WHEN PayerType = 'Patient' THEN CASE WHEN TrxType = 'Charge' THEN ISNULL(TrxAmt, 0) WHEN TrxType = 'Payment' THEN -ISNULL(TrxAmt, 0) WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0) ELSE 0 END ELSE 0 END ) AS PatientAR FROM recon_report WHERE DateOfService <= @AsOfDate ), PriorAR AS ( SELECT SUM( CASE WHEN TrxType = 'Charge' THEN ISNULL(TrxAmt, 0) WHEN TrxType = 'Payment' THEN -ISNULL(TrxAmt, 0) WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0) ELSE 0 END ) AS TotalAR30 FROM recon_report WHERE DateOfService <= @PriorAsOf ) SELECT @AsOfDate AS AsOfDate, c.TotalAR, c.InsuranceAR, c.PatientAR, CASE WHEN c.TotalAR = 0 THEN NULL ELSE CAST(100.0 * c.InsuranceAR / c.TotalAR AS decimal(5,2)) END AS InsurancePctOfTotal, CASE WHEN c.TotalAR = 0 THEN NULL ELSE CAST(100.0 * c.PatientAR / c.TotalAR AS decimal(5,2)) END AS PatientPctOfTotal, p.TotalAR30, CASE WHEN p.TotalAR30 IS NULL OR p.TotalAR30 = 0 THEN NULL ELSE CAST(100.0 * (c.TotalAR - p.TotalAR30) / p.TotalAR30 AS decimal(5,2)) END AS PctChangeLast30Days FROM CurrentAR c CROSS JOIN PriorAR p;",,PayerType,Payer,PayerType,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",UserID,ManagerName,Users,ManagerName,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",,TrxType,Transactions,TrxType,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",,TrxAmt,Transactions,TrxAmt,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",,InsuranceCollections,Transactions,InsuranceCollections,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",,PatientCollections,Transactions,PatientCollections,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Total Payments,"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @AsOfDate date = @Today;
DECLARE @PriorAsOf date = DATEADD(DAY, -30, @AsOfDate);

WITH CurrentPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) AS InsurancePayments,
        SUM(ISNULL(PatientCollections,0))   AS PatientPayments,
        SUM(CASE WHEN TrxType = 'Adjustment' 
                 THEN ISNULL(TrxAmt,0) ELSE 0 END) AS Adjustments,
        SUM(ISNULL(Balance,0)) AS RemainingBalance,
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments
    FROM PaymentsDataset
    WHERE DateOfService <= @AsOfDate
),

PriorPayments AS
(
    SELECT
        SUM(ISNULL(InsuranceCollections,0)) 
            + SUM(ISNULL(PatientCollections,0)) AS TotalPayments30
    FROM PaymentsDataset
    WHERE DateOfService <= @PriorAsOf
)

SELECT
    @AsOfDate AS AsOfDate,

    c.TotalPayments,
    c.InsurancePayments,
    c.PatientPayments,
    c.Adjustments,
    c.RemainingBalance,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.InsurancePayments / c.TotalPayments AS decimal(6,2)) 
    END AS InsurancePctOfTotal,

    CASE WHEN c.TotalPayments = 0 
         THEN NULL 
         ELSE CAST(100.0 * c.PatientPayments / c.TotalPayments AS decimal(6,2)) 
    END AS PatientPctOfTotal,

    p.TotalPayments30,

    CASE WHEN p.TotalPayments30 IS NULL OR p.TotalPayments30 = 0 
         THEN NULL
         ELSE CAST(100.0 * (c.TotalPayments - p.TotalPayments30) 
                   / p.TotalPayments30 AS decimal(6,2)) 
    END AS PctChangeLast30Days
FROM CurrentPayments c
CROSS JOIN PriorPayments p;
",,Balance,Transactions,Balance,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Month over Month),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    FORMAT(RevenueMonth, 'MMM yyyy') AS MonthLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",UserID,ManagerName,Users,ManagerName,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Month over Month),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    FORMAT(RevenueMonth, 'MMM yyyy') AS MonthLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",,TrxAmt,Transactions,TrxAmt,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Month over Month),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    FORMAT(RevenueMonth, 'MMM yyyy') AS MonthLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",,TrxType,Transactions,TrxType,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Year over Year),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    Year(FORMAT(RevenueMonth, 'MMM yyyy')) AS YearLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",UserID,ManagerName,Users,ManagerName,VARCHAR,,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Year over Year),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    Year(FORMAT(RevenueMonth, 'MMM yyyy')) AS YearLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",,TrxAmt,Transactions,TrxAmt,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Revenue Trends (Year over Year),"DECLARE @Today date = CAST(GETDATE() AS date);
DECLARE @StartDate date = DATEADD(MONTH, -12, @Today);   -- Last 12 months

WITH MonthlyAggregates AS
(
    SELECT
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1) AS RevenueMonth,

        -- Charges
        SUM(CASE WHEN TrxType = 'Charge'
                 THEN ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Charges,

        -- Payments (negative impact)
        SUM(CASE WHEN TrxType = 'Payment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Payments,

        -- Adjustments (negative impact)
        SUM(CASE WHEN TrxType = 'Adjustment'
                 THEN -ISNULL(TrxAmt, 0)
                 ELSE 0 END) AS Adjustments
    FROM recon_report
    WHERE DateOfService >= @StartDate
      AND DateOfService <= @Today
    GROUP BY
        DATEFROMPARTS(YEAR(DateOfService), MONTH(DateOfService), 1)
)

SELECT
    RevenueMonth,
    Year(FORMAT(RevenueMonth, 'MMM yyyy')) AS YearLabel,
    Charges,
    Payments,
    Adjustments
FROM MonthlyAggregates
ORDER BY RevenueMonth;",,TrxType,Transactions,TrxType,VARCHAR,,,,,
DenialIQ,Manager Landing Page,AR by Location,"SELECT
    Location,
    
    -- Patient Collections
    SUM(CASE WHEN PayerType = 'Patient' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS PatientCollections,

    -- Insurance Collections
    SUM(CASE WHEN PayerType = 'Insurance' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS InsuranceCollections,

    -- AR Balance (charges – payments – adjustments)
    SUM(
        CASE 
            WHEN TrxType = 'Charge'     THEN  ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Payment'    THEN -ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0)
            ELSE 0
        END
    ) AS ARBalance

FROM recon_report
GROUP BY Location
ORDER BY Location;",,ManagerName,Users,ManagerName,VARCHAR,,,,,
DenialIQ,Manager Landing Page,AR by Location,"SELECT
    Location,
    
    -- Patient Collections
    SUM(CASE WHEN PayerType = 'Patient' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS PatientCollections,

    -- Insurance Collections
    SUM(CASE WHEN PayerType = 'Insurance' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS InsuranceCollections,

    -- AR Balance (charges – payments – adjustments)
    SUM(
        CASE 
            WHEN TrxType = 'Charge'     THEN  ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Payment'    THEN -ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0)
            ELSE 0
        END
    ) AS ARBalance

FROM recon_report
GROUP BY Location
ORDER BY Location;",Location,Location,Pracitce,Location,VARCHAR,,,,,
DenialIQ,Manager Landing Page,AR by Location,"SELECT
    Location,
    
    -- Patient Collections
    SUM(CASE WHEN PayerType = 'Patient' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS PatientCollections,

    -- Insurance Collections
    SUM(CASE WHEN PayerType = 'Insurance' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS InsuranceCollections,

    -- AR Balance (charges – payments – adjustments)
    SUM(
        CASE 
            WHEN TrxType = 'Charge'     THEN  ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Payment'    THEN -ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0)
            ELSE 0
        END
    ) AS ARBalance

FROM recon_report
GROUP BY Location
ORDER BY Location;",PatientCollections,PatientCollections,Payer,PatientCollections,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,AR by Location,"SELECT
    Location,
    
    -- Patient Collections
    SUM(CASE WHEN PayerType = 'Patient' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS PatientCollections,

    -- Insurance Collections
    SUM(CASE WHEN PayerType = 'Insurance' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS InsuranceCollections,

    -- AR Balance (charges – payments – adjustments)
    SUM(
        CASE 
            WHEN TrxType = 'Charge'     THEN  ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Payment'    THEN -ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0)
            ELSE 0
        END
    ) AS ARBalance

FROM recon_report
GROUP BY Location
ORDER BY Location;",InsuranceCollections,InsuranceCollections,Payer,InsuranceCollections,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,AR by Location,"SELECT
    Location,
    
    -- Patient Collections
    SUM(CASE WHEN PayerType = 'Patient' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS PatientCollections,

    -- Insurance Collections
    SUM(CASE WHEN PayerType = 'Insurance' 
             THEN ISNULL(TrxAmt, 0) 
             ELSE 0 
        END) AS InsuranceCollections,

    -- AR Balance (charges – payments – adjustments)
    SUM(
        CASE 
            WHEN TrxType = 'Charge'     THEN  ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Payment'    THEN -ISNULL(TrxAmt, 0)
            WHEN TrxType = 'Adjustment' THEN -ISNULL(TrxAmt, 0)
            ELSE 0
        END
    ) AS ARBalance

FROM recon_report
GROUP BY Location
ORDER BY Location;",AR Balance,TrxAmt,transactions,TrxAmt,"float(10,2)",,,,,
DenialIQ,Manager Landing Page,Staff Performance,"DECLARE @StartDate DATE = DATEADD(DAY, -30, CAST(GETDATE() AS DATE));   -- Last 30 days
DECLARE @EndDate   DATE = CAST(GETDATE() AS DATE);

WITH WorkingDays AS (
    SELECT COUNT(*) AS DaysWorked
    FROM CalendarTable          -- must contain working/business days
    WHERE CalDate BETWEEN @StartDate AND @EndDate
      AND IsBusinessDay = 1
),

ClaimActivity AS (
    SELECT
        UserName,
        ManagerName,
        SUM(CASE WHEN TrxType = 'Charge'     THEN ISNULL(TrxAmt,0) ELSE 0 END) AS TotalCharges,
        SUM(CASE WHEN TrxType = 'Payment'    THEN ISNULL(TrxAmt,0) ELSE 0 END) AS TotalPayments,

        -- Avg time per claim (from workflow table)
        AVG(ISNULL(MinutesToResolve,0)) AS AvgMinutesPerClaim,

        COUNT(DISTINCT ClaimID) AS ClaimsWorked
    FROM recon_report r
        LEFT JOIN ClaimWorkflow w ON r.ClaimID = w.ClaimID
    WHERE UserType = 'AR Specialist'
      AND r.DateOfService BETWEEN @StartDate AND @EndDate
    GROUP BY UserName
),

ClaimQueueToday AS (
    SELECT
        UserName,
        COUNT(*) AS ClaimsInQueueToday
    FROM ClaimQueue
    WHERE IsOpen = 1
    GROUP BY UserName
)

SELECT
    a.UserName AS Name,

    -- Net Collection %
    CASE WHEN a.TotalCharges = 0 THEN NULL
         ELSE CAST(100.0 * a.TotalPayments / a.TotalCharges AS DECIMAL(5,2))
    END AS NetCollectionPct,

    -- Recovery per Day
    CAST(a.TotalPayments / d.DaysWorked AS DECIMAL(12,2)) AS RecoveryPerDay,

    -- Avg Time per Claim (in minutes)
    CONCAT(CAST(a.AvgMinutesPerClaim AS INT), ' minutes') AS AvgTimePerClaim,

    -- Claims per Day
    CAST(a.ClaimsWorked / d.DaysWorked AS INT) AS ClaimsPerDay,

    q.ClaimsInQueueToday

FROM ClaimActivity a
CROSS JOIN WorkingDays d
LEFT JOIN ClaimQueueToday q
    ON a.UserName = q.UserName
ORDER BY Name;
",,TrxAmt,transactions,TrxAmt,"float(10,2)",,,,,
