Product,Tab Name,Data Visualization,Data Viz Calculation,Enterprise Data Dictionary Table,Enterprise Data Dictionary Field,Enterprise DD Data Type,Data Point Calculation,Data Teams Data Dictionary Table22,Data Team Data Dictionary Field,DD Data Type2,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Segment),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Segment = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Segment),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer Type),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer Type),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer Type),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Charge Lag (Payer),AVG(Service Date - Payment Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Submission Lag,AVG(ClaimSubmitDate - Post Date) FROM ChargeTable,dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag,AVG(ClaimSubmitDate - Post Date) FROM ChargeTable,dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Operations),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Operations = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Operations),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Operations = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Operations),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Operations = '<filter>',dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Provider),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Provider = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Provider),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Provider = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Provider),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Provider = '<filter>',dbo.provider,Provider,varchar(100),,dbo.dimEmployee,EmployeeName,varchar(40),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Location),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Location = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Location),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Location = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Location),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Location = '<filter>',dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Lob),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Lob = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Lob),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Lob = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Lob),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Lob = '<filter>',dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Segment),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Segment = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Segment),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Segment = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Segment),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer Type),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer Type),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer Type),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer Type = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Submission Lag (Payer),AVG(ClaimSubmitDate - Post Date) FROM ChargeTable WHERE Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag,"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag,"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Lob),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Lob = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Lob),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Lob = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Lob),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Lob = '<filter>'",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Segment),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Segment = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Segment),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Segment = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Segment),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Segment = '<filter>'",dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer Type),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer Type = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer Type),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer Type = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer Type),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer Type = '<filter>'",dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Payer),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Payer = '<filter>'",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Operations),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Operations = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Operations),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Operations = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Operations),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Operations = '<filter>'",dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Location),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Location = '<filter>'",dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Location),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Location = '<filter>'",dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Clearinghouse Rejection Lag (Location),"DAYS_BETWEEN(ClaimPostDate, RejectionDate) WHEN RejectionDate IS NOT NULL WHERE Location = '<filter>'",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Posting Lag,AVG(ClaimPostDate - PaymentPost Date) In ServiceDate,dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag,AVG(ClaimPostDate - PaymentPost Date) In ServiceDate,dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag,AVG(ClaimPostDate - PaymentPost Date) In ServiceDate,dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Lob),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Lob = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Lob),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Lob = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Lob),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Lob = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Lob),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Lob = '<filter>',dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Segment),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Segment = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Segment),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Segment = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Segment),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Segment = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Segment),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer Type),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer Type = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer Type),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer Type = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer Type),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer Type),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer Type = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Payer),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Operations),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Operations = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Operations),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Operations = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Operations),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Operations = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Operations),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Operations = '<filter>',dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Location),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Location = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Location),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Location = '<filter>',dbo.transactions,Payment Post Date,date ,,dbo.factCashDeposits,CashTransactionPostDate,date,PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_postdate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Location),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Location = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Client - KPI,KPI Scorecard Posting Lag (Location),AVG(ClaimPostDate - PaymentPost Date) In ServiceDate WHERE Location = '<filter>',dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag,(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID,dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag,(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID,dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag,(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID,dbo.claims,Denied,int,,dbo.factInvoices,isDenied,tinyint,PMS,HCHB,billing.INVOICES,i_ediclaimstatus,tinyint
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag,(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID,dbo.claims,Insurance Claim ID,int,,dbo.factInvoices,InvoiceID,int,PMS,HCHB,billing.INVOICES,i_id,int
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Lob),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Lob = '<filter>',dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Lob),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Lob = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Lob),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Lob = '<filter>',dbo.claims,Denied,int,,dbo.factInvoices,isDenied,tinyint,PMS,HCHB,billing.INVOICES,i_ediclaimstatus,tinyint
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Lob),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Lob = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factInvoices,InvoiceID,int,PMS,HCHB,billing.INVOICES,i_id,int
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Lob),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Lob = '<filter>',dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Segment),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Segment = '<filter>',dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Segment),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Segment = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Segment),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Segment = '<filter>',dbo.claims,Denied,int,,dbo.factInvoices,isDenied,tinyint,PMS,HCHB,billing.INVOICES,i_ediclaimstatus,tinyint
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Segment),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Segment = '<filter>',dbo.claims,Insurance Claim ID,int,,dbo.factInvoices,InvoiceID,int,PMS,HCHB,billing.INVOICES,i_id,int
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Segment),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Payer Type),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Payer Type = '<filter>',dbo.claims,Rejection Date,date,,,,,,,,,
InsightFlow,Client - KPI,KPI Scorecard Denial AR Follow-Up lag (Payer Type),(MAX(ClaimPostDate) - RejectionDate) WHERE isDenied GROUP BY ClaimID WHERE Payer Type = '<filter>',dbo.claims,Claim Post Date,date,,dbo.factInvoices,InvoicePostDate,datetime,PMS,HCHB,billing.INVOICES,i_postdate,datetime
