Product,Tab Name,Data Visualization,Data Viz Calculation,Enterprise Data Dictionary Table,Enterprise Data Dictionary Field,Enterprise DD Data Type,Data Point Calculation,Data Teams Data Dictionary Table22,Data Team Data Dictionary Field,DD Data Type2,Source Type,Source Data Collection,Source Table,Source Column Name,Source Data Type
InsightFlow,Accounts Receivable,Total AR Balance,SUM(Adjusted Charges) - SUM(Payment) IN Service Date,dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance,SUM(Adjusted Charges) - SUM(Payment) IN Service Date,dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance (Provider),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Provider = '<filter>',dbo.provider,Provider,varchar(100),,dbo.dimEmployee,EmployeeName,varchar(40),PMS,HCHB,,,
InsightFlow,Accounts Receivable,Total AR Balance (Provider),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Provider = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Provider),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Provider = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Provider),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Provider = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance (Operations),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Operations = '<filter>',dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,Total AR Balance (Operations),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Operations = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Operations),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Operations = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Operations),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Operations = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance (Location),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Location = '<filter>',dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,Total AR Balance (Location),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Location = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Location),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Location = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance (Location),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Location = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance  (Payer Type),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer Type = '<filter>',dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer Type),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer Type = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer Type),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer Type = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer Type),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer Type = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance  (Payer),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer = '<filter>',dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Payer),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Payer = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance  (Segment),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Segment = '<filter>',dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Accounts Receivable,Total AR Balance  (Segment),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Segment = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Segment),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Segment = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Segment),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Segment = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,Total AR Balance  (Lob),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Lob = '<filter>',dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,Total AR Balance  (Lob),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Lob = '<filter>',dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Lob),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Lob = '<filter>',dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,Total AR Balance  (Lob),SUM(Adjusted Charges) - SUM(Payment) IN Service Date WHERE Lob = '<filter>',dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,,dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time,,dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time,,dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time,"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,(SUM(InvoiceChargeAmount) - SUM(PrimaryPaidAmount)) -  SUM(SecondaryPaidAmount)) -  SUM(TertiaryPaidAmount)) -  SUM(PatientPaidAmount)) - SUM(AdjustmentAmount) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.provider,Provider,varchar(100),,dbo.dimEmployee,EmployeeName,varchar(40),PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Provider),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Provider = '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.provider,Operations,varchar(100),,dbo.dimLocationHierarchy,ExecutiveDirectorLongName,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Operations),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Operations = '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.provider,Location,varchar(400),,dbo.dimLocationHierarchy,LocationName,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Location),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Location = '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.payer,Payer Type,varchar(50),...,dbo.dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,dbo.payer_TYPES,pt_desc,varchar(50)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer Type),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer Type= '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.payer,Insurance Name,varchar(50),,dimpayerSource,payerTypeDescription,varchar(50),PMS,HCHB,pt_desc,payer Type Name,varchar(50)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Payer),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Payer = '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.provider,Segment,varchar(400),,dbo.dimLocationHierarchy,LobDescription,varchar(400),,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,Adjusted Charges,float,,dbo.factRevenueLineItems,RevenueAdjustedAmount,decimal(9),PMS,HCHB,accounting.REVENUE_TRANSACTIONS,rt_adjustedamount,decimal(9)
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,Service Date,date,,dbo.factRevenueLineItems,ServiceDate,date,PMS,HCHB,billing.LINE_ITEMS,li_servicedate,date
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,Age Bucket,date,"WHEN (today - DateValue) < 30 THEN '<30'
 WHEN (today - DateValue) < 61 THEN '31-60'
 WHEN (today - DateValue) < 91 THEN '61-90'
    ELSE '>90'",,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Segment),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Segment = '<filter>'
 }",dbo.transactions,Month End,date,"end of month for (today ? k months), k = 1..12",dbo.dimDates,DateValue,date,PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Lob),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Lob = '<filter>'
 }",dbo.provider,Lob,varchar(400),,dbo.dimLocationHierarchy,Lob,varchar(400),PMS,HCHB,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Lob),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Lob = '<filter>'
 }",dbo.transactions,AR Balance As Of Month,float,((SUM(Adjusted Charges) - SUM(Payment) IN Service Date) WHERE DateValue !> MonthEnd,,,,,,,,
InsightFlow,Accounts Receivable,AR Trends Over Time (Lob),"FOR EACH MonthEnd in last 12 months { 
    SUM(ARBalanceAsOfMonth) GROUP BY AgeBucket
    WHERE Lob = '<filter>'
 }",dbo.transactions,Payments,float,,dbo.factRevenueCashPayments,InitialAmount,decimal(9),PMS,HCHB,accounting.CASH_TRANSACTIONS,ct_initialamount,decimal(9)
